responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico;te_agencia;te_conta_corrente;numero_siafi;funcional_programatica_formatado;categoria_economica_despesa_codigo;numero_empenho
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;143497;TRANSFERÊNCIA ESPECIAL;1353;APROVADO;DESCOBERTO;MUNICIPIO DE DESCOBERTO;18.558.098/0001-62;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;11900,0;;11900,0;11900,0;11900,0;11900,0;0,0;0,0;0,0;0,0;0014/2024;0560-6;00000030983-4;9420272;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;29
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;142375;EXECUÇÃO DIRETA;1355;APROVADO;RIO CASCA;3º PEL - Rio Casca;16.695.025/0001-97;;4366;ESTRUTURAÇÃO E MODERNIZAÇÃO;INVESTIMENTOS;;;;Aquisição de viatura de grande porte, 4X4 com cela e armamento.;Bem Permanente;190000,0;;190000,0;190000,0;0,0;0,0;190000,0;0,0;190000,0;0,0;;-;-;;1251 06 181 137 4366 0001 4 4 99 99 1 10 8;4;63, 132
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;142378;RESOLUÇÃO SES;1371;APROVADO;NOVA UNIAO;FUNDO MUNICIPAL DE SAÚDE DE NOVA UNIÃO;13.434.627/0001-00;;4135;ACESSO ELETIVO;INVESTIMENTOS;;;;Recurso para aquisição de ambulância tipo A-furgoneta.;Furgoneta;268358,0;;268358,0;268358,0;268358,0;268358,0;0,0;0,0;0,0;0,0;9428;-;-;9425320;4291 10 302 062 4135 0001 4 4 41 42 01 0 10 8 ;4;2139
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;143452;RESOLUÇÃO SES;1578;APROVADO;BELO HORIZONTE;FUNDAÇÃO HOSPITALAR SÃO FRANCISCO DE ASSIS;13.025.354/0001-32;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;160000,0;;160000,0;160000,0;160000,0;160000,0;0,0;0,0;0,0;0,0;9478;-;-;9427341;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2847
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;EMATER;143480;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;1580;APROVADO;INIMUTABA;MUNICIPIO DE INIMUTABA;17.694.860/0001-75;;4236;FOMENTO PARA O DESENVOLVIMENTO DO SETOR AGROPECUÁRIO;OUTRAS DESPESAS CORRENTES;;;;Aquisição de insumos agrícolas, sementes de hortaliças para fomento a agricultura familiar no município.;EMATER Kit Insumos;3000,0;;2646,0;2646,0;2646,0;2646,0;0,0;0,0;0,0;2646,0;;-;-;;3041 20 608 097 4236 0001 3 3 99 99 0 10 8;3;991001, 8845008
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;EMATER;143481;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;1580;APROVADO;INIMUTABA;MUNICIPIO DE INIMUTABA;17.694.860/0001-75;;4236;FOMENTO PARA O DESENVOLVIMENTO DO SETOR AGROPECUÁRIO;OUTRAS DESPESAS CORRENTES;;;;Aquisição de insumos agrícolas, sementes de feijão para fomento a agricultura familiar no município.;EMATER Kit Insumos;14000,0;;13950,0;13950,0;13950,0;13950,0;0,0;0,0;0,0;13950,0;;-;-;;3041 20 608 097 4236 0001 3 3 99 99 0 10 8;3;442509, 621105, 621106
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;EMATER;143482;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;1580;APROVADO;SANTO ANTONIO DO AVENTUREIRO;MUNICÍPIO DE SANTO ANTONIO DO AVENTUREIRO;17.710.476/0001-19;;4236;FOMENTO PARA O DESENVOLVIMENTO DO SETOR AGROPECUÁRIO;OUTRAS DESPESAS CORRENTES;;;;Aquisição de insumos agrícolas, sementes de hortaliças para fomento a agricultura familiar no município.;EMATER Kit Insumos;3000,0;;2646,0;2646,0;2646,0;2646,0;0,0;0,0;0,0;2646,0;;-;-;;3041 20 608 097 4236 0001 3 3 99 99 0 10 8;3;991001, 8845008
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;EMATER;143483;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;1580;APROVADO;SANTO ANTONIO DO AVENTUREIRO;MUNICÍPIO DE SANTO ANTONIO DO AVENTUREIRO;17.710.476/0001-19;;4236;FOMENTO PARA O DESENVOLVIMENTO DO SETOR AGROPECUÁRIO;OUTRAS DESPESAS CORRENTES;;;;Aquisição de insumos agrícolas, sementes de feijão para fomento a agricultura familiar no município.;EMATER Kit Insumos;14000,0;;13940,0;13940,0;13940,0;13940,0;0,0;0,0;0,0;13940,0;;-;-;;3041 20 608 097 4236 0001 3 3 99 99 0 10 8;3;442509, 621105, 621106
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;EMATER;143487;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;1580;APROVADO;SAO GONCALO DO SAPUCAI;MUNICIPIO DE SAO GONCALO DO SAPUCAI;18.712.158/0001-50;;4236;FOMENTO PARA O DESENVOLVIMENTO DO SETOR AGROPECUÁRIO;OUTRAS DESPESAS CORRENTES;;;;Aquisição de insumos agrícolas, sementes de hortaliças para fomento a agricultura familiar no município.;EMATER Kit Insumos;3000,0;;2646,0;2646,0;2646,0;2646,0;0,0;0,0;0,0;2646,0;;-;-;;3041 20 608 097 4236 0001 3 3 99 99 0 10 8;3;991001, 8845008
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;EMATER;143488;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;1580;APROVADO;SAO GONCALO DO SAPUCAI;MUNICIPIO DE SAO GONCALO DO SAPUCAI;18.712.158/0001-50;;4236;FOMENTO PARA O DESENVOLVIMENTO DO SETOR AGROPECUÁRIO;OUTRAS DESPESAS CORRENTES;;;;Aquisição de insumos agrícolas, sementes de feijão para fomento a agricultura familiar no município.;EMATER Kit Insumos;14000,0;;13950,0;13950,0;13950,0;13950,0;0,0;0,0;0,0;0,0;;-;-;;3041 20 608 097 4236 0001 3 3 99 99 0 10 8;3;442509, 621105, 621106
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;143493;RESOLUÇÃO SES;1584;APROVADO;JUIZ DE FORA;INSTITUTO DE SAUDE HSVP;22.488.241/0002-45;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;500000,0;;500000,0;500000,0;500000,0;500000,0;0,0;0,0;0,0;0,0;9478;-;-;9427153;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;3034
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;145034;RESOLUÇÃO SES;1584;APROVADO;ITABIRA;IRMANDADE NOSSA SENHORA DAS DORES;20.959.292/0001-00;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;COMPLEMENTAÇÃO À INDICAÇÃO N° 145032. Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;9478;-;-;9427087;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2996
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;143988;TRANSFERÊNCIA ESPECIAL;1585;APROVADO;DESCOBERTO;MUNICIPIO DE DESCOBERTO;18.558.098/0001-62;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;129000,0;;129000,0;129000,0;129000,0;129000,0;0,0;0,0;0,0;0,0;0014/2024;0560-6;00000030983-4;9420660;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;30
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;143823;RESOLUÇÃO SES;1641;APROVADO;NOVA ERA;MUNICIPIO DE NOVA ERA - FUNDO MUNICIPAL DE SAUDE;10.421.210/0001-07;;2500;ASSESSORAMENTO E GERENCIAMENTO DE POLÍTICAS PÚBLICAS;INVESTIMENTOS;;;;Aquisição de veículo 5 lugares para atendimento as demandas da saúde.;FES Veículo Passeio (5 lugares);84388,0;;84388,0;84388,0;84388,0;84388,0;0,0;0,0;0,0;0,0;9432;-;-;9425170;4291 10 122 705 2500 0001 4 4 41 42 01 0 10 8 ;4;393
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;143839;RESOLUÇÃO SES;1652;APROVADO;OURO PRETO;FUNDO MUNICIPAL DE SAUDE DE OURO PRETO;18.435.647/0001-01;;4127;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA;OUTRAS DESPESAS CORRENTES;;;;Recurso de custeio para auxílio da atenção primário no município em atendimento à UBS do Distrito de Antônio Pereira.;FES Custeio;400000,0;;400000,0;400000,0;400000,0;400000,0;0,0;0,0;0,0;0,0;9470;-;-;9426448;4291 10 301 060 4127 0001 3 3 41 41 01 0 10 8 ;3;2566
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;EMATER;144337;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;1783;APROVADO;PONTE NOVA;MUNICIPIO DE PONTE NOVA;23.804.149/0001-29;;4236;FOMENTO PARA O DESENVOLVIMENTO DO SETOR AGROPECUÁRIO;OUTRAS DESPESAS CORRENTES;;;;Aquisição de insumos agrícolas, sementes de feijão para fomento a agricultura familiar no município.;EMATER Kit Insumos;14000,0;;13975,0;13975,0;13975,0;13975,0;0,0;0,0;0,0;13975,0;;-;-;;3041 20 608 097 4236 0001 3 3 99 99 0 10 8;3;442509, 621105, 621106
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;EMATER;145055;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;1783;APROVADO;PONTE NOVA;MUNICIPIO DE PONTE NOVA;23.804.149/0001-29;;4236;FOMENTO PARA O DESENVOLVIMENTO DO SETOR AGROPECUÁRIO;OUTRAS DESPESAS CORRENTES;;;;Aquisição de insumos agrícolas, sementes de hortaliças para fomento a agricultura familiar no município.;EMATER Kit Insumos;11179,0;;10584,0;10584,0;10584,0;10584,0;0,0;0,0;0,0;10584,0;;-;-;;3041 20 608 097 4236 0001 3 3 99 99 0 10 8;3;991001, 8845008
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;144428;RESOLUÇÃO SES;1784;APROVADO;RIO CASCA;FUNDO MUNICIPAL DE SAUDE DE RIO CASCA;12.856.524/0001-68;;4127;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para atendimento a atenção primária.;FES Custeio;450000,0;;450000,0;450000,0;450000,0;450000,0;0,0;0,0;0,0;0,0;9470;-;-;9426537;4291 10 301 060 4127 0001 3 3 41 41 01 0 10 8 ;3;2676
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;144430;RESOLUÇÃO SES;1788;REPROVADO PELO ÓRGÃO;SANTA MARGARIDA;FUNDO MUNICIPAL DE SAÚDE DE SANTA MARGARIDA;12.267.573/0001-65;;4127;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para atendimento a atenção primária.;FES Custeio;250000,0;Desistência do parlamentar.  Conforme e-mail recebido da SEGOV, o gabinete do parlamentar solicitou providências quanto à reprovação da indicação, uma vez que o beneficiário foi indicado incorretamente. ;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;-;-;;4291 10 301 060 4127 0001 3 3 99 99 0 10 8;3;
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;144431;EXECUÇÃO DIRETA - CAIXA ESCOLAR;1790;ENVIADA PARA SEE;RIO CASCA;EE IMACULADA CONCEIÇÃO;;129381,0;2126;RENOVAÇÃO DE MOBILIÁRIO E/OU EQUIPAMENTO;INVESTIMENTOS;;;;Mobiliário e Equipamento;Mobiliário e Equipamento;159000,0;;159000,0;159000,0;159000,0;159000,0;0,0;0,0;0,0;0,0;;-;-;707941;1261 12 368 168 2126 0001 4 4 99 99 0 10 8;4;412
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;145037;RESOLUÇÃO SES;1884;APROVADO;ITABIRA;IRMANDADE NOSSA SENHORA DAS DORES;20.959.292/0001-00;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;COMPLEMENTAÇÃO À INDICAÇÃO N° 145032. Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;10127,0;;10127,0;10127,0;10127,0;10127,0;0,0;0,0;0,0;0,0;9478;-;-;9427086;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2994
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;145061;RESOLUÇÃO SES;1888;APROVADO;ITABIRA;IRMANDADE NOSSA SENHORA DAS DORES;20.959.292/0001-00;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;COMPLEMENTAÇÃO À INDICAÇÃO N° 145032. Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;24822,0;;24822,0;24822,0;24822,0;24822,0;0,0;0,0;0,0;0,0;9478;-;-;9427085;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2993
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;146725;RESOLUÇÃO SES;2249;APROVADO;CARATINGA;FUNDO MUNICIPAL DE SAUDE;14.716.711/0001-71;;4135;ACESSO ELETIVO;INVESTIMENTOS;;;;Recurso para aquisição de ambulância tipo A-Furgão.;Furgão;328334,0;;328334,0;328334,0;328334,0;328334,0;0,0;0,0;0,0;0,0;9428;-;-;9425267;4291 10 302 062 4135 0001 4 4 41 42 01 0 10 8 ;4;2086
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;146785;RESOLUÇÃO SES;2266;APROVADO;RIO CASCA;FUNDO MUNICIPAL DE SAUDE DE RIO CASCA;12.856.524/0001-68;;4127;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para atendimento a atenção primária.;FES Custeio;225000,0;;225000,0;225000,0;225000,0;225000,0;0,0;0,0;0,0;0,0;9470;-;-;9426538;4291 10 301 060 4127 0001 3 3 41 41 01 0 10 8 ;3;2677
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;146985;RESOLUÇÃO SES;2323;APROVADO;GUARACIABA;FUNDO MUNICIPAL DE SAUDE;14.216.419/0001-90;;4135;ACESSO ELETIVO;INVESTIMENTOS;;;;Recurso para aquisição de transporte Sanitário Acessibilidade (VAN 15 Lugares).;FES Veículo Transporte Sanitário Acessibilidade;320375,0;;320375,0;320375,0;320375,0;320375,0;0,0;0,0;0,0;0,0;9428;-;-;9425285;4291 10 302 062 4135 0001 4 4 41 42 01 0 10 8 ;4;2104
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;146992;RESOLUÇÃO SES;2324;APROVADO;ITABIRA;IRMANDADE NOSSA SENHORA DAS DORES;20.959.292/0001-00;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;9478;-;-;9427080;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2987
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;146997;RESOLUÇÃO SES;2327;APROVADO;BELO HORIZONTE;ASSOCIACAO MARIO PENNA;17.513.235/0001-80;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;35995,12;;35995,12;35995,12;35995,12;35995,12;0,0;0,0;0,0;0,0;9478;-;-;9426957;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2666
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;147047;RESOLUÇÃO SES;2329;APROVADO;CARATINGA;FUNDACAO EDUCACIONAL DE CARATINGA FUNEC;19.325.547/0001-95;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;214004,88;;214004,88;214004,88;214004,88;214004,88;0,0;0,0;0,0;0,0;9478;-;-;9427041;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2917
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;4291;FUNDO ESTADUAL DE SAÚDE;FES;147057;RESOLUÇÃO SES;2330;APROVADO;CARATINGA;FUNDACAO EDUCACIONAL DE CARATINGA FUNEC;19.325.547/0001-95;;4121;POLÍTICA DE ATENÇÃO HOSPITALAR E URGÊNCIA E EMERGÊNCIA;OUTRAS DESPESAS CORRENTES;;;;Recurso para auxílio na manutenção das atividades hospitalares.;FES Custeio;73345,12;;73345,12;73345,12;73345,12;73345,12;0,0;0,0;0,0;0,0;9478;-;-;9427042;4291 10 302 058 4121 0001 3 3 41 41 01 0 10 8 ;3;2918
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;EMATER;154763;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;2645;APROVADO;BRAUNAS;MUNICIPIO DE BRAUNAS;18.307.389/0001-88;;4236;FOMENTO PARA O DESENVOLVIMENTO DO SETOR AGROPECUÁRIO;INVESTIMENTOS;;;;Aquisição de micro trator para fomento a agricultura familiar no município.;EMATER Micro trator com implemento;18000,0;;16100,0;16100,0;16100,0;16100,0;0,0;0,0;0,0;0,0;;-;-;;3041 20 608 097 4236 0001 4 4 99 99 0 10 8;4;138012024
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;EMATER;154764;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;2646;APROVADO;BRAUNAS;MUNICIPIO DE BRAUNAS;18.307.389/0001-88;;4236;FOMENTO PARA O DESENVOLVIMENTO DO SETOR AGROPECUÁRIO;OUTRAS DESPESAS CORRENTES;;;;Aquisição de insumos agrícolas, sementes de milho para fomento a agricultura familiar no município.;EMATER Kit Insumos;21983,37;;20864,0;20864,0;20864,0;20864,0;0,0;0,0;0,0;0,0;;-;-;;3041 20 608 097 4236 0001 3 3 99 99 0 10 8;3;442509, 621105, 621106
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138269;TRANSFERÊNCIA ESPECIAL;269;APROVADO;PIMENTA;MUNICIPIO DE PIMENTA;16.725.962/0001-48;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;0014/2024;0968-7;00000049128-4;9418848;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;31
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138270;TRANSFERÊNCIA ESPECIAL;269;APROVADO;SAO JOSE DO GOIABAL;MUNICÍPIO DE SÃO JOSÉ DO GOIABAL;18.402.552/0001-91;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;500000,0;;500000,0;500000,0;500000,0;500000,0;0,0;0,0;0,0;0,0;0014/2024;2615-8;00000024213-6;9418849;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;32
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138271;TRANSFERÊNCIA ESPECIAL;269;APROVADO;URUCANIA;MUNICIPIO DE URUCANIA;18.316.281/0001-51;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;0014/2024;0088-4;00000065875-8;9418850;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;33
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138278;TRANSFERÊNCIA ESPECIAL;269;APROVADO;CAMBUQUIRA;MUNICIPIO DE CAMBUQUIRA;17.955.386/0001-98;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;210000,0;;210000,0;210000,0;210000,0;210000,0;0,0;0,0;0,0;0,0;0014/2024;0012-4;00000090637-9;9418856;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;34
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138532;TRANSFERÊNCIA ESPECIAL;269;APROVADO;RITAPOLIS;MUNICIPIO DE RITAPOLIS;18.557.553/0001-05;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;0,0;0,0;0,0;0014/2024;0162-7;00000096314-3;9418890;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;35
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138533;TRANSFERÊNCIA ESPECIAL;269;APROVADO;SIMAO PEREIRA;PREFEITURA MUNICIPAL DE SIMÃO PEREIRA;18.338.293/0001-87;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;0,0;0,0;0,0;0014/2024;3210-7;00000027343-0;9418891;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;36
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138724;TRANSFERÊNCIA ESPECIAL;269;APROVADO;GUARACIABA;MUNICIPIO DE GUARACIABA;19.382.647/0001-53;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;25000,0;;25000,0;25000,0;25000,0;25000,0;0,0;0,0;0,0;0,0;0014/2024;0088-4;00000065848-0;9418608;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;37
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138725;TRANSFERÊNCIA ESPECIAL;269;APROVADO;PIRAUBA;MUNICIPIO DE PIRAUBA;18.554.147/0001-99;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;400000,0;;400000,0;400000,0;400000,0;400000,0;0,0;0,0;0,0;0,0;0014/2024;2458-9;00000019264-3;9418609;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;38
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;139366;TRANSFERÊNCIA ESPECIAL;269;APROVADO;RITAPOLIS;MUNICIPIO DE RITAPOLIS;18.557.553/0001-05;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;1180000,0;;1180000,0;1180000,0;1180000,0;1180000,0;0,0;0,0;0,0;0,0;0014/2024;0162-7;00000096314-3;9418917;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;39
ADRIANO ALVARENGA;PP;BLOCO MINAS EM FRENTE;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;139864;TRANSFERÊNCIA ESPECIAL;269;APROVADO;PINGO-D'AGUA;MUNICIPIO DE PINGO D'AGUA;01.613.204/0001-60;;2048;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;0,0;0,0;0,0;0014/2024;0177-5;00000078280-7;9421019;1491 04 122 119 2048 0001 4 4 40 41 08 1 10 8;4;40
