responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico_convenio;numero_siafi;numero_resolucao_transferencia_especial;unidade_executora_codigo;funcional_programatica_formatado;categoria_economica_despesa_codigo;item_despesa_codigo;gmifp_formatado;numero_empenho;obs;funcao
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92743;TRANSFERÊNCIA ESPECIAL;184;APROVADO;ITAPECERICA;PREFEITURA MUNICIPAL DE ITAPECERICA;18.308.742/0001-44;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;65000,0;;65000,0;65000,0;65000,0;65000,0;0,0;;;0,0;;9330625,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2839;;4
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92744;TRANSFERÊNCIA ESPECIAL;184;APROVADO;MARIANA;PREFEITURA MUNICIPAL DE MARIANA;18.295.303/0001-44;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;;;0,0;;9330626,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2680;;4
ZÉ GUILHERME;PP;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92745;TRANSFERÊNCIA ESPECIAL;3633;APROVADO;MATO VERDE;PREFEITURA MUNICIPAL DE MATO VERDE;17.782.616/0001-64;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;;;0,0;;9331326,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2845;;4
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92746;TRANSFERÊNCIA ESPECIAL;184;APROVADO;CAPIM BRANCO;MUNICÍPIO DE CAPIM BRANCO;18.314.617/0001-47;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;;;0,0;;9330627,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1805;;4
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92747;TRANSFERÊNCIA ESPECIAL;184;APROVADO;MESQUITA;MUNICIPIO DE MESQUITA;17.112.061/0001-43;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;;;0,0;;9330628,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2588;;4
ZÉ GUILHERME;PP;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92748;TRANSFERÊNCIA ESPECIAL;3633;APROVADO;SANTA RITA DO IBITIPOCA;MUNICIPIO DE SANTA RITA DE IBITIPOCA;18.094.862/0001-96;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;25000,0;;25000,0;25000,0;25000,0;25000,0;0,0;;;0,0;;9331327,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3737;;4
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92749;TRANSFERÊNCIA ESPECIAL;184;APROVADO;SANTA RITA DO SAPUCAI;MUNICIPIO DE SANTA RITA DO SAPUCAI;18.192.898/0001-02;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;;;0,0;;9330629,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3745;;4
BETAO;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;92750;RESOLUÇÃO SES;355;APROVADO;GOIANA;FUNDO MUNICIPAL DE SAUDE;11.253.597/0001-00;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;Custeio;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9334710,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3862;;10
BETAO;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;92751;RESOLUÇÃO SES;355;APROVADO;GUIDOVAL;FUNDO MUNICIPAL DE SAÚDE DE GUIDOVAL;11.855.041/0001-86;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;Custeio;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9334719,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3933;;10
BETAO;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;92752;RESOLUÇÃO SES;355;APROVADO;PEDRO LEOPOLDO;FUNDO MUNICIPAL DE SAÚDE DE PEDRO LEOPOLDO;12.237.669/0001-80;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;Custeio;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9334913,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3558;;10
BETAO;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;92753;RESOLUÇÃO SES;355;APROVADO;PEDRO TEIXEIRA;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE PEDRO TEIXEIRA;13.587.255/0001-44;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;Custeio;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9334915,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3560;;10
BETAO;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;92754;RESOLUÇÃO SES;355;APROVADO;RIO NOVO;FUNDO MUNICIPAL DE SAÚDE DE RIO NOVO;02.216.796/0001-40;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;Custeio;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9334652,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;2978;;10
BETAO;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;92755;RESOLUÇÃO SES;355;APROVADO;SANTOS DUMONT;FUNDO MUNICIPAL DE SAÚDE DE SANTOS DUMONT;86.926.136/0001-42;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;;;Custeio;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9335307,0;8124;1320076,0;10.301.159.4460.0001;3,0;1,0;3.41.0.10.8;3744;;10
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92756;TRANSFERÊNCIA ESPECIAL;184;APROVADO;SANTANA DOS MONTES;MUNICIPIO DE SANTANA DOS MONTES;19.718.394/0001-46;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;120000,0;;120000,0;120000,0;120000,0;120000,0;0,0;;;0,0;;9330630,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3954;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92757;TRANSFERÊNCIA ESPECIAL;469;APROVADO;VICOSA;PREFEITURA MUNICIPAL DE VIÇOSA;18.132.449/0001-79;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;160000,0;;160000,0;160000,0;160000,0;160000,0;0,0;;;0,0;;9329302,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4086;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92758;TRANSFERÊNCIA ESPECIAL;469;APROVADO;BAEPENDI;MUNICIPIO DE BAEPENDI;18.008.862/0001-26;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;25000,0;;25000,0;25000,0;25000,0;25000,0;0,0;;;0,0;;9329303,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2231;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92759;TRANSFERÊNCIA ESPECIAL;469;APROVADO;TRES PONTAS;MUNICIPIO DE TRES PONTAS;18.245.167/0001-88;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;50000,0;;50000,0;50000,0;50000,0;50000,0;0,0;;;0,0;;9329304,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4009;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92760;TRANSFERÊNCIA ESPECIAL;469;APROVADO;CARANAIBA;MUNICIPIO DE CARANAIBA;18.094.789/0001-52;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;80000,0;;80000,0;80000,0;80000,0;80000,0;0,0;;;0,0;;9329305,0;0021/2022;1490011,0;412202420900001;4,0;8,0;4.40.1.10.8;867;SIAFI COM DOIS OU MAIS EMPENHOS;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92761;TRANSFERÊNCIA ESPECIAL;469;APROVADO;COIMBRA;MUNICIPIO DE COIMBRA;18.132.464/0001-17;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;9329306,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1360;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92762;TRANSFERÊNCIA ESPECIAL;469;APROVADO;COMENDADOR GOMES;MUNICIPIO DE COMENDADOR GOMES;18.449.173/0001-57;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;9329307,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1381;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92763;TRANSFERÊNCIA ESPECIAL;469;APROVADO;GOVERNADOR VALADARES;MUNICIPIO DE GOVERNADOR VALADARES;20.622.890/0001-80;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;75000,0;;75000,0;75000,0;75000,0;75000,0;0,0;;;0,0;;9329308,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2176;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92764;TRANSFERÊNCIA ESPECIAL;469;APROVADO;GUARANI;MUNICIPIO DE GUARANI;18.338.160/0001-00;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;65000,0;;65000,0;65000,0;65000,0;65000,0;0,0;;;0,0;;9329309,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2293;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92765;TRANSFERÊNCIA ESPECIAL;469;APROVADO;MONJOLOS;PREFEITURA MUNICIPAL DE MONJOLOS;17.754.169/0001-30;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;50000,0;;50000,0;50000,0;50000,0;50000,0;0,0;;;0,0;;9329310,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2766;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92766;TRANSFERÊNCIA ESPECIAL;469;APROVADO;ANTONIO CARLOS;MUNICIPIO DE ANTONIO CARLOS;18.094.763/0001-04;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;;;0,0;;9329311,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1789;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92767;TRANSFERÊNCIA ESPECIAL;469;APROVADO;RESSAQUINHA;MUNICIPIO DE RESSAQUINHA;18.094.847/0001-48;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;;;0,0;;9329312,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3521;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92768;TRANSFERÊNCIA ESPECIAL;469;APROVADO;ARAXA;PREFEITURA MUNICIPAL DE ARAXÁ;18.140.756/0001-00;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;;;0,0;;9329313,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2059;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92769;TRANSFERÊNCIA ESPECIAL;469;APROVADO;SENHORA DOS REMEDIOS;MUNICIPIO DE SENHORA DOS REMEDIOS;18.094.870/0001-32;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;60000,0;;60000,0;60000,0;60000,0;60000,0;0,0;;;0,0;;9329314,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3822;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92770;TRANSFERÊNCIA ESPECIAL;469;APROVADO;ALPINOPOLIS;MUNICIPIO DE ALPINOPOLIS;18.241.752/0001-00;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;50000,0;;50000,0;50000,0;50000,0;50000,0;0,0;;;0,0;;9329315,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1704;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92771;TRANSFERÊNCIA ESPECIAL;469;APROVADO;PIRANGUINHO;PREFEITURA MUNICIPAL DE PIRANGUINHO;18.192.906/0001-10;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;70000,0;;70000,0;70000,0;70000,0;70000,0;0,0;;;0,0;;9329316,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3123;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92772;TRANSFERÊNCIA ESPECIAL;469;APROVADO;LIMA DUARTE;PREFEITURA MUNICIPAL DE LIMA DUARTE;18.338.186/0001-59;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;127000,0;;127000,0;127000,0;127000,0;127000,0;0,0;;;0,0;;9329317,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2581;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92773;TRANSFERÊNCIA ESPECIAL;469;APROVADO;RESENDE COSTA;PREFEITURA MUNICIPAL DE RESENDE COSTA;17.749.912/0001-63;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;50000,0;;50000,0;50000,0;50000,0;50000,0;0,0;;;0,0;;9329318,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3512;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92774;TRANSFERÊNCIA ESPECIAL;469;APROVADO;MADRE DE DEUS DE MINAS;MUNICIPIO DE MADRE DE DEUS DE MINAS;18.029.371/0001-61;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;49000,0;;49000,0;49000,0;49000,0;49000,0;0,0;;;0,0;;9329319,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2641;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92775;TRANSFERÊNCIA ESPECIAL;469;APROVADO;JUIZ DE FORA;MUNICÍPIO DE JUIZ DE FORA;18.338.178/0001-02;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;105000,0;;105000,0;105000,0;105000,0;105000,0;0,0;;;0,0;;9329320,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2437;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92776;TRANSFERÊNCIA ESPECIAL;469;APROVADO;CAPELINHA;PREFEITURA MUNICIPAL DE CAPELINHA;19.229.921/0001-59;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;70000,0;;70000,0;70000,0;70000,0;70000,0;0,0;;;0,0;;9329321,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1784;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92777;TRANSFERÊNCIA ESPECIAL;469;APROVADO;DESTERRO DO MELO;MUNICIPIO DE DESTERRO DO MELO;18.094.813/0001-53;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;70000,0;;70000,0;70000,0;70000,0;70000,0;0,0;;;0,0;;9329322,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;1177;;4
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92778;TRANSFERÊNCIA ESPECIAL;184;APROVADO;BARROSO;MUNICIPIO DE BARROSO;18.094.755/0001-68;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;100000,0;;100000,0;100000,0;100000,0;100000,0;0,0;;;0,0;;9330618,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2275;;4
ZÉ GUILHERME;PP;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92779;TRANSFERÊNCIA ESPECIAL;3633;APROVADO;SERRA DA SAUDADE;PREFEITURA MUNICIPAL DE SERRA DA SAUDADE;18.301.069/0001-10;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;233750,0;;233750,0;233750,0;233750,0;233750,0;0,0;;;0,0;;9331328,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3846;;4
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92780;TRANSFERÊNCIA ESPECIAL;184;APROVADO;SANTANA DE CATAGUASES;PREFEITURA MUNICIPAL DE SANTANA DE CATAGUASES;17.702.515/0001-36;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;;;0,0;;9330619,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3787;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;92781;CELEBRAÇÃO DE CONVÊNIO;510;APROVADO;IBIA;MUNICIPIO DE IBIA;18.584.961/0001-56;;4303;ATENDIMENTO AOS MUNICÍPIOS MINEIROS;INVESTIMENTOS;AQUISIÇÃO DE BENS;Permanente;Veículo mínimo 15 lugares (Van);Aquisição de van - valor será complementado.;;72320,8;;72320,8;72320,8;72320,8;72320,8;0,0;;;0,0;1261001021/2022;9337080,0;;1260160,0;1236110643030000;4,0;1,0;4.40.0.10.8;3264;SIAFI COM DOIS OU MAIS EMPENHOS;12
ZÉ GUILHERME;PP;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92782;TRANSFERÊNCIA ESPECIAL;3633;APROVADO;ITAMONTE;MUNICIPIO DE ITAMONTE;18.666.750/0001-62;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;30000,0;;30000,0;30000,0;30000,0;30000,0;0,0;;;0,0;;9331329,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2746;;4
Bloco Minas São Muitas;;Bloco Minas São Muitas;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;92783;CELEBRAÇÃO DE CONVÊNIO;463;APROVADO;IBIA;MUNICIPIO DE IBIA;18.584.961/0001-56;;4303;ATENDIMENTO AOS MUNICÍPIOS MINEIROS;INVESTIMENTOS;AQUISIÇÃO DE BENS;Permanente;Veículo mínimo 15 lugares (Van);Aquisição de van - indicação complementar à indicação 92781.;;210000,0;;210000,0;210000,0;210000,0;210000,0;0,0;;;0,0;1261001021/2022;9337080,0;;1260160,0;1236110643030000;4,0;1,0;4.40.0.10.8;3263;SIAFI COM DOIS OU MAIS EMPENHOS;12
ALENCAR DA SILVEIRA JR.;PDT;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92784;TRANSFERÊNCIA ESPECIAL;184;APROVADO;SANTO ANTONIO DO GRAMA;MUNICIPIO DE SANTO ANTONIO DO GRAMA;18.836.973/0001-20;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;350000,0;;350000,0;350000,0;350000,0;350000,0;0,0;;;0,0;;9330620,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;4011;;4
ZÉ GUILHERME;PP;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92785;TRANSFERÊNCIA ESPECIAL;3633;APROVADO;ARCOS;MUNICIPIO DE ARCOS;18.306.662/0001-50;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;5000,0;;5000,0;5000,0;5000,0;5000,0;0,0;;;0,0;;9331330,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;2131;;4
ZÉ GUILHERME;PP;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;92786;TRANSFERÊNCIA ESPECIAL;3651;APROVADO;RIO NOVO;PREFEITURA MUNICIPAL DE RIO NOVO;18.338.244/0001-44;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;;;;;10000,0;;10000,0;10000,0;10000,0;10000,0;0,0;;;0,0;;9330446,0;0021/2022;1490011,0;04.122.024.2090.0001;4,0;8,0;4.40.1.10.8;3595;;4
BETAO;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;92787;RESOLUÇÃO SES;399;APROVADO;CRUZILIA;FUNDO MUNICIPAL DE SAUDE;13.639.161/0001-71;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;Aquisição de equipamentos;FES Bem permanente;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9332801,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2559;;10
BETAO;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;92788;RESOLUÇÃO SES;399;APROVADO;MARLIERIA;FUNDO MUNICIPAL DE SAÚDE DE MARLIÉRIA;19.286.882/0001-21;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;Aquisição de equipamentos;FES Bem permanente;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9332880,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2449;;10
BETAO;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;92789;RESOLUÇÃO SES;399;APROVADO;MURIAE;FUNDO MUNICIPAL DE SAUDE;11.273.981/0001-67;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;;;Aquisição de equipamentos;FES Bem permanente;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;;;0,0;;9333041,0;8095;1320076,0;10.301.159.4460.0001;4,0;1,0;4.41.0.10.8;2549;;10
